id;nomClient;adresseClient;idEtat;id2;tempsInsc;somme1;somme2
4188;First National Bank of Ottowa;266 Green Bay Rd.;2;41;09/11/1985 04:53;46320;19724.5988
4189;Meonits & Mogogni Inc.;1957 Huntington Ave.;36;49;15/07/1974 07:00;88176;449.9488
4190;Arthur M. Feildberg Galleries;120 high St.;14;27;17/10/1982 00:47;83512;35791.5084
4191;First National Bank of Ottowa;970 Vilas Circle;41;42;26/05/1987 12:35;16269;24854.1064
4192;New Dehli Auto Exchange;218 Oakridge Ave.;9;48;26/06/1993 21:42;81098;51440.4637
4193;AA Advertising;2632 Prarie Ln.;11;12;30/12/2001 12:42;12380;71680.9306
4194;Mergenthaler Inc.;3478 Bryn Mawr St.;14;17;18/03/1987 00:55;43890;75544.1860
4195;Bill's Dive Shop;406 Trinity Ct.;15;4;20/04/2005 04:22;55820;420.7896
4196;Gilbert Co.;1633 McGovern place;46;35;06/10/1990 09:00;67288;15396.4318
4197;Rythmics Ltd.;872 Virginia Rd.;30;2;19/05/2006 14:33;24200;15721.0980
4198;Peterson Roberts Carpentry;1912 Old Briar Lane #2;4;36;20/05/2001 21:00;77136;32220.2475
4199;MedicServe Medical Supply;225 Jeffrys Place;42;14;18/05/1983 18:35;26928;5606.2711
4200;AAA Daniels Antiques;3059 Priscilla Court;14;41;13/04/2006 07:15;11500;67460.3560
4201;Pete's Auto Repair;2505 Allison ct.;11;9;27/01/1985 07:47;93765;14600.7040
4202;Ebert Music Center;2510 Crain;42;11;19/03/2000 05:07;67204;92584.0344
4203;Highland Woods City Hall;3181 Barkwood Ct.;5;14;27/10/2007 07:42;40575;80387.2800
4204;AA Advertising;1701 W. Mellody Rd.;34;15;06/09/2006 04:22;18436;78380.6260
4205;Hardee Woodwork Ltd.;1575 Oak Ave.  Apt. 2C;48;46;03/10/2003 17:53;92122;68704.7541
4206;First National Bank of Ottowa;937 Judson Ave.;24;30;05/06/2003 12:07;37244;56700.7434
4207;AAA Daniels Antiques;839 Burton Ave;18;4;04/09/1975 02:48;87500;49986.8574
4208;Nel Video Productions;12 Skokie Valley Rd.;24;42;15/06/2003 13:02;20276;6220.7344
4209;Lambert & Locke Legal Services;175 beech St.;39;14;23/03/1972 00:53;11402;13545.3754
4210;Ampro Office Team Ltd.;368 Woodland Rd.;17;11;12/03/1970 22:02;84293;37315.8453
4211;Glenn Oaks Office Supplies;1715 Chicago Ave.;48;42;13/03/2005 02:53;31816;28580.8580
4212;Bee Line Publishing;628 Orwenstensia;29;5;19/11/2005 02:28;85011;73774.3743
4213;Highland Woods City Hall;2644 Princeton Ln.;45;34;23/01/2005 08:02;37008;69674.6904
4214;Facelift Kitchen and Bath;1875 Roger Williams Ave.;24;48;10/06/2002 21:00;98720;29106.9658
4215;Perimeter Security Consultants;241 Callan Rd.;35;24;11/09/1971 09:55;87350;16256.4452
4216;MedicServe Medical Supply;12 Craven Way;34;18;08/02/1974 12:53;5089.;34048.3056
4217;BBQ Smith's Tex Mex;1907 S. Prospect Ave.;22;24;01/07/2003 17:55;6382.;13096.7048
4218;Keyth Contracting and Repair;406 Trinity Ct.;12;39;26/02/1986 18:42;76000;98552.8500
4219;Cosmo Skin Care Center;632 Florence Dr.;14;17;05/03/1977 16:28;25677;28576.6976
4220;Air France;139 Bay Colony Dr.;27;48;08/09/1990 03:13;72060;38468.2600
4221;Cutter Lawn Mower Repair;785 Highland place;31;29;06/06/1980 09:15;68740;26904.8910
4222;Nirabi Auto Service;1547 Vine;35;45;22/05/1977 06:35;40684;94250.4264
4223;Marks, Marks, and Kaplan Ltd.;2112 Ravine Drive;22;24;23/03/1972 19:35;63321;22126.7153
4224;Foy Aviation;115 Pleasent Ave.;28;35;07/05/2002 11:28;4648.;37697.6198
4225;Air France;3059 Priscilla Court;6;34;03/08/1971 10:33;73016;85171.1990
4226;janice Mann Accounting Service;1270 Linden Ave.;25;22;18/09/1978 21:53;40965;22672.8850
4227;Terrinni & Son Auto and Truck;581 Hill St. Apt. 234;36;12;16/10/2001 00:33;38324;4120.5070
4228;Crosstracks Car Wash;750 Homewood Ave.;15;14;19/09/1983 07:13;37300;66875.3188
4229;Kapp Camera and Video;929 Brittany Ave.;34;27;25/01/2004 03:07;95655;50792.0632
4230;Futoons Cartoons Emporium;1619 Judson Ave. Apt #34B;49;31;27/06/2005 20:20;85575;76120.0006
4231;American Deli Workers Union;1633 McGovern place;48;35;24/12/1994 20:13;12130;48504.3665
4232;Corbins, Rodriguez, & Savocchi;1975 elmwood Circle;32;22;15/08/2006 04:35;36773;29420.5266
4233;Lee Stairworks and Carpentry,;77 Blackhawk Rd;7;28;02/02/1975 19:07;16220;10865.7156
4234;Dapper's Antiques;1077 Court Ave.;35;6;09/11/1971 09:35;1848.;56026.9320
4235;Green Bay Travel Services;1019 Deerfield Rd.;17;25;30/06/1996 10:35;51916;896.3858
4236;Pasifico Inc.;1957 Huntington Ave.;44;36;02/08/2002 17:42;92143;57902.0340
4237;Jay's Cabinet Company;1859 Green Bay Rd.;23;15;21/08/1975 14:33;46705;62952.9555
4238;Ebert Music Center;917 Fairview Ave.  Apt. 982;21;34;06/08/2004 05:42;20298;96394.3500
4239;Marcy Elaine Bakery;1450 Harding Ave.;36;49;20/08/1977 05:40;69239;84468.6222
4240;Crosstracks Car Wash;2267 Anderson Lane;9;48;06/08/1975 13:27;91912;85664.1786
4241;Hibop Heating and Air Conditio;600 Central Ave;19;32;20/12/1989 12:27;14022;24674.2949
4242;AAA Daniels Antiques;671 Blackstone Ave.;24;7;17/09/1990 00:22;28528;47620.4858
4243;Bee Line Publishing;1912 Old Briar Lane #2;10;35;02/02/1983 18:53;73134;79252.6664
4244;Gordon & Son Brockerage Ltd.;245 Oakridge Ave.;46;17;26/01/2002 10:00;27140;33700.4020
4245;First National Bank of Ottowa;788 Tennyson Ave.;27;44;29/08/1994 23:40;12810;56385.1604
4246;Glassman & Stone;600 Central Ave;21;23;23/01/2005 08:02;66887;41268.3924
4247;Michael Montgomery Hair Saloon;1799 Rosemary Way;9;21;26/06/1996 04:33;24896;95175.1104
4248;Glenn Oaks Office Supplies;3487 Green Bay Rd.;21;36;09/07/2001 23:02;78487;69300.2985
4249;Green Bay Travel Services;917 Fairview Ave.  Apt. 982;7;9;07/02/1994 22:27;12376;69684.8086
4250;John G. Hartling Ltd.;3181 Barkwood Ct.;9;19;16/07/1986 13:13;64108;69120.6977
4251;Innman Paint and Glass;581 Hill St. Apt. 234;29;24;31/03/2000 11:22;57842;21862.0676
4252;Doerner's Awnings and Canopies;2870 Skokie Rd.;31;10;25/01/1990 09:33;80216;35856.8774
4253;K L Consulting;854 Woodbine;22;46;19/07/1983 02:48;86600;38084.2061
4254;Kermit the Pet Shop;1752 Clinton Ave.;30;27;22/04/1985 06:40;24360;10391.2460
4255;North Shore Appliance Service;969 Saxony Drive;36;21;21/07/2007 07:40;20000;55410.9450
4256;Hardee Woodwork Ltd.;1704 Ridgelee Rd;14;9;06/05/1975 10:20;31532;9961.4566
4257;Chands CPA;852 Sumac Rd.;27;21;12/08/2006 13:27;29660;77356.9794
4258;Schmidt Denists;21 Lakeview Terrace #2312;31;7;16/12/2003 12:42;88920;23900.7786
4259;janice Mann Accounting Service;3059 Priscilla Court;9;9;01/12/1997 18:13;11970;24131.5280
4260;Parkway Auto Body;1701 W. Mellody Rd.;33;29;26/03/1972 12:13;31970;50419.6620
4261;Johnson, Erico & Co CPA's;1185 County line Rd.;25;31;21/10/2007 12:48;11500;29172.5880
4262;Elm Place Business Supplies;854 Woodbine;2;22;18/05/2006 00:35;34420;6835.5588
4263;Hilco Auto Body;726 White Oaks Ave.;26;30;27/06/1972 14:33;29154;11584.2299
4264;Ampro Office Team Ltd.;1704 Ridgelee Rd;40;36;08/05/2006 06:48;43226;22785.7220
4265;AA Advertising;1101 Deerfield Place;24;14;13/10/2001 17:00;40400;80630.5256
4266;Transformation Enterprises;224  Highwood Ave.;15;27;21/11/2000 12:28;63291;7048.2288
4267;Marcy Elaine Bakery;1077 Court Ave.;22;31;06/08/2005 23:28;66705;55948.7254
4268;Air Indonesia;2510 Crain;21;9;08/10/1983 23:27;83749;93600.4780
4269;Nirabi Auto Service;1831 Beverly Place #9D;6;33;19/07/1978 02:33;18495;20108.5440
4270;Mail Boxes Et. Al.;21 Lakeview Terrace #2312;35;25;29/09/2000 19:13;98688;24532.5750
4271;Kosmo Consulting;115 Pleasent Ave.;35;2;08/05/1989 04:07;78582;23208.4074
4272;Gordon & Son Brockerage Ltd.;1019 Deerfield Rd.;4;26;04/12/1982 05:22;49938;71935.9620
4273;Nitelites Party Rental;2922 Twin Oaks Drive;15;40;07/02/1972 16:15;71500;99408.4947
4274;Car Suite Cleaners;1065 Hillcrest Circle;39;24;27/12/2003 23:22;2825.;63464.0420
4275;Johnson, Erico & Co CPA's;1486 Old Deerfield Rd.;10;15;20/12/1989 12:27;8627.;22030.8368
4276;Innman Paint and Glass;1482 Concorde Circle;17;22;15/02/2006 10:40;93760;13350.6848
4277;Hibbard Road Suppliers;616 Cobblestone Cir.;6;21;12/08/1982 12:33;43232;51414.4300
4278;Chicagoland Cleaners;59 Cordon Terr.;26;6;25/10/1994 16:47;87560;87200.8836
4279;Nyman Interior Design;4763 Blackhawk Rd.;23;35;21/11/1996 07:07;72307;57920.2256
4280;Smith Communications Inc.;115 Pleasent Ave.;12;35;29/07/1971 02:47;17572;93473.4381
4281;Maintence Services of Maine;3148 cottonwood Ct.;6;4;24/12/2001 17:48;48371;23690.2758
4282;Lutz Soft Cloth Car Wash;456 Groverland Ave.;40;15;01/02/1980 13:33;94326;51215.7756
4283;Doll House Rock;750 Homewood Ave.;44;39;08/05/2001 20:07;52377;50739.5904
4284;Caranisco Homes;1859 Green Bay Rd.;38;10;08/09/2001 23:40;18860;87878.1422
4285;Green Shoes Corp.;115 Pleasent Ave.;50;17;13/11/1977 00:02;83190;3806.6921
4286;Air Indonesia;1975 elmwood Circle;16;6;10/06/2004 15:55;22528;94014.2722
4287;Elle Hypnosis and Therapy Cent;1550 Ridge Rd.;19;26;11/06/2000 17:53;84372;50490.4417
4288;Foy Aviation;671 Blackstone Ave.;23;23;18/08/2002 03:53;72003;72414.4358
4289;Perimeter Security Consultants;616 Cobblestone Cir.;36;12;14/02/2001 01:07;80620;10388.4418
4290;BBQ Smith's Tex Mex;1 Twin Oaks Place;3;6;20/04/2001 18:47;77440;42101.3923
4291;Morton Roofing and Siding;654 Walnut Rd.;13;40;12/08/1972 21:40;13110;33592.5939
4292;North Park Lighting Galleries;77 Blackhawk Rd;46;44;27/10/2007 07:42;77155;66531.4280
4293;North Shore Appliance Service;21 Lakeview Terrace #2312;37;38;31/03/1975 01:07;52121;25963.0257
4294;Palmer Golf Supplies;865 Old Tall Tree Lane;30;50;23/01/1999 14:00;79088;58000.5860
4295;MedicServe Medical Supply;4522 N. Greenview Apt. 1B;7;16;07/10/1992 04:08;79104;31728.8280
4296;Lennox Air Pollution Control;574 Chicago Ave.;35;19;19/12/1994 01:20;44290;29236.7024
4297;Green Bay Travel Services;854 Woodbine;38;23;07/07/1986 07:00;61908;45777.1990
4298;Masterlands Cleaning;35 Glenlake Dr.;36;36;21/06/1992 21:53;70618;25420.9620
4299;Loyal Order of Buffalo;430 Oakland Drive;10;3;26/02/2000 16:27;956.1;42550.2612
4300;Maintence Services of Maine;550 Sheridan;41;13;02/11/1971 10:55;44850;45159.9450
4301;Nirabi Auto Service;632 Roger Williams;23;46;02/07/1997 00:33;91380;29594.6232
4302;Bee Line Publishing;1575 Oak Ave.  Apt. 2C;12;37;19/02/1993 22:13;37457;83632.3732
4303;Air Barbados;3059 Priscilla Court;35;30;22/02/1980 00:28;65825;65105.1744
4304;Deer Lake Inn;750 Homewood Ave.;50;7;27/12/1970 06:28;82641;68701.8526
4305;Childress Child Day Care;1777 balsamic Ave.;32;35;04/06/1982 09:28;13932;11740.4572
4306;Tub's Furniture Store;1750 Lily Court;7;38;11/06/1992 23:00;22668;24944.5125
4307;Nyman Interior Design;839 Burton Ave;40;36;01/08/1990 17:15;70592;48257.8916
4308;Gilbert Co.;355 Golf Rd.;33;10;06/11/2000 20:27;51785;33204.7650
4309;Gourmet the Frog;2600 Winsor Mall;47;41;18/04/1974 23:33;68960;27200.7751
4310;Pasifico Inc.;14836 W. River Oaks Dr.;37;23;23/10/2003 10:07;51472;98080.4496
4311;Office Pro Supply Co.;201-C Frontage Rd.;33;12;22/05/2005 07:13;96000;38817.8168
4312;Dapper's Antiques;643 De Temple Rd.;14;35;04/08/1977 17:27;21805;61512.3435
4313;Elle Hypnosis and Therapy Cent;1660 Park Ave.;25;50;19/06/1993 23:02;77632;32378.2154
4314;North West Gas Co.;139 Bay Colony Dr.;4;32;13/06/2006 16:35;10848;36495.9470
4315;Morton Roofing and Siding;618 Sheriden rd.;21;7;01/05/2004 12:47;76096;29810.1446
4316;Meonits & Mogogni Inc.;662 Lyons Circle;25;40;29/01/1972 10:02;71900;39303.8633
4317;First National Bank of Ottowa;1575 Oakwood Ave.;47;33;05/12/1989 22:27;6656.;60481.4689
4318;Maintence Services of Maine;2510 Crain;25;47;29/05/1977 14:20;48772;87696.1518
4319;Salt & Pepper Catering Service;54 Lakeview Terrace;45;37;15/07/2000 23:55;13165;8106.3323
4320;Lennox Air Pollution Control;1715 Chicago Ave.;35;33;09/12/2004 04:42;62840;69636.4865
4321;Pasifico Inc.;1957 Huntington Ave.;44;14;30/10/1987 21:22;81465;24715.8116
4322;First National Bank of Ottowa;839 Burton Ave;16;25;17/01/2003 10:40;35524;14888.6216
4323;Vecot Inc.;1009 marvel Way;3;4;28/09/1977 21:42;94142;61728.2889
4324;Caranisco Homes;511 Maple Ave.  Apt. 1B;9;21;18/07/1986 20:47;60924;44908.8830
4325;Morgan Construction Co;445 Park Ave.;37;25;30/05/1987 20:07;93316;50800.2634
4326;Hibbard Road Suppliers;465 Stratford Rd.;27;47;10/05/1993 19:53;70548;97348.4728
4327;Rythmics Ltd.;1233 Arbor Rd.;29;25;29/05/1997 11:00;33542;65216.7730
4328;Smith & Wesson Militia;614 green bay Rd.;2;45;12/12/2002 13:33;60148;72740.1858
4329;North Park Lighting Galleries;662 Lyons Circle;20;35;13/11/2001 17:33;80427;11560.5906
4330;Hilco Auto Body;224  Highwood Ave.;19;44;21/06/1989 20:20;31055;21954.9300
4331;Happ Aluminum Siding Co.;3059 Priscilla Court;50;16;02/07/1987 05:53;87027;27216.2900
4332;Gordon & Son Brockerage Ltd.;1009 marvel Way;21;3;27/12/2001 17:07;99565;70625.9506
4333;Office Pro Supply Co.;220 Vine Ave.;3;9;14/01/2005 01:48;53902;16256.7820
4334;Mergenthaler Inc.;302-A Crestwood Village Rd.;42;37;17/11/2000 15:20;75240;42454.8670
4335;American Apartments;35 Glenlake Dr.;27;27;22/11/2004 19:33;10975;95901.6875
4336;Ebert Music Center;2600 Winsor Mall;30;29;18/10/2004 07:02;88516;40414.9380
4337;Air India;3344 Beachwood Ln.;2;2;31/12/2001 16:28;67828;68610.0424
4338;Kapp Camera and Video;1839 McCraren Rd.;48;20;22/03/1975 06:00;31816;22775.6074
4339;Gordon & Son Brockerage Ltd.;614 green bay Rd.;25;19;26/12/1992 08:53;79995;36926.4988
4340;First National Bank of Ottowa;872 Virginia Rd.;47;50;09/10/1974 15:13;69448;14382.9677
4341;Kermit the Pet Shop;355 Golf Rd.;2;21;14/12/1971 23:07;99322;37920.7527
4342;Masterlands Cleaning;4259 W. Lake Ave.;11;3;30/08/2001 20:33;36883;34151.1430
4343;Woodworks Co.;1858 Balsam Way;2;42;07/12/1980 01:20;43021;31065.4530
4344;Griffith Paving and Sealcoatin;1337 Cavell Ave.;17;27;17/05/1982 17:13;17158;32328.3280
4345;Pac Builders;3059 Priscilla Court;6;30;17/12/2000 19:47;57376;91540.6850
4346;Myles Building Consultants;3344 Beachwood Ln.;4;2;01/02/1990 08:13;73710;64288.5704
4347;Quad City Cleaning;1701 W. Mellody Rd.;48;48;27/01/1970 22:28;28576;89423.2668
4348;North West Gas Co.;310 Walker Ave.;9;25;02/02/1998 06:13;23894;11340.0020
4349;Energy Source Diet Centers;115 Pleasent Ave.;19;47;20/10/1994 05:28;99608;57920.2220
4350;Funnyface Amusement Games;600 Central Ave;4;2;25/11/1975 15:07;81987;76740.7300
4351;Smith & Wesson Militia;1535 Knollwood Drive;11;11;27/08/2005 00:47;89359;98945.6570
4352;Gordon & Son Brockerage Ltd.;886 Yale Lane;37;2;05/02/1975 19:20;61834;28019.9748
4353;Elm Place Business Supplies;1019 Deerfield Rd.;6;17;08/03/2000 12:28;2996.;39080.3532
4354;Glenn Oaks Office Supplies;266 Green Bay Rd.;2;6;14/10/1987 09:53;24346;19056.5778
4355;Lake Shore Beaches;3148 cottonwood Ct.;9;4;04/06/1993 14:20;81822;72800.6800
4356;Perimeter Security Consultants;917 Fairview Ave.  Apt. 982;14;48;25/05/2001 12:07;66729;95920.8416
4357;Lidhal design Corp.;3160 Summit Ave.;28;9;14/01/1992 03:33;1479.;98120.0834
4358;Lennox Air Pollution Control;35 Glenlake Dr.;6;19;23/04/2005 07:47;32141;75832.9278
4359;Glenn Oaks Office Supplies;334 Lynn Terrace;5;4;21/05/1990 15:27;47976;21058.6452
4360;Vanity Town;2870 Skokie Rd.;43;11;24/10/1997 14:33;3535.;58449.6497
4361;Toggle & Myerson Ltd;785 Highland place;25;37;05/02/1977 03:07;75519;45646.4081
4362;Masterlands Cleaning;4522 N. Greenview Apt. 1B;4;6;09/11/1974 11:08;67362;53560.0208
4363;Smith & Wesson Militia;1915 Lewis Ln.  Apt 13;50;2;03/05/2000 23:00;21706;16664.5674
4364;Bako Delicatessen;1715 Chicago Ave.;42;9;26/07/2000 09:27;57944;82344.5780
4365;Pac Builders;12 Broadview Lane;7;14;10/11/2000 16:40;26600;940.9984
4366;Innman Paint and Glass;2644 Princeton Ln.;16;28;13/05/1978 10:33;17300;34090.5536
4367;Toggle & Myerson Ltd;231 Sheriden Rd.;32;6;28/11/2001 23:07;5072.;13206.6464
4368;Kermit the Pet Shop;12 Fort Sheriden Ave.;29;5;30/08/1977 04:33;86070;37652.6584
4369;North Park Lighting Galleries;1679 McCraren;21;43;25/03/1992 05:07;86232;69164.2856
4370;Rythmics Ltd.;671 Blackstone Ave.;6;25;14/03/2006 13:07;29559;67215.2984
4371;North West Gas Co.;1920 Sunnyside Ave.;7;4;27/05/1990 17:55;41024;98712.0084
4372;Nyman Interior Design;1065 Hillcrest Circle;40;50;06/01/1975 00:27;53240;43850.6624
4373;Yale Remins Temp Agency;1155 Ridgewood Drive;19;42;05/05/2006 16:07;35104;89500.4840
4374;Lennox Air Pollution Control;628 Orwenstensia;35;7;30/11/2002 06:53;82192;34945.1138
4375;Chands CPA;302-A Crestwood Village Rd.;46;16;05/05/1977 18:07;53746;62820.6984
4376;Facelift Kitchen and Bath;1839 McCraren Rd.;1;32;24/04/1994 16:07;79320;45801.3154
4377;Air Mexico;1859 Green Bay Rd.;37;29;15/12/2006 16:27;52748;96035.2068
4378;Ampro Office Team Ltd.;1233 Arbor Rd.;49;21;13/02/1996 16:02;14410;43411.5561
4379;Dean Barnett Furniture Repair;1660 Park Ave.;45;6;09/04/1982 00:27;37694;58542.2481
4380;Hibbard Road Suppliers;1858 Balsam Way;11;7;07/10/1978 17:55;91818;97911.4419
4381;New Dehli Auto Exchange;511 Maple Ave.  Apt. 1B;26;40;21/10/2002 03:28;28020;87170.1344
4382;MedicServe Medical Supply;1077 Court Ave.;42;19;12/12/2006 05:07;43760;14248.7034
4383;Lickmen Restoration;135 Lakewood place;18;35;25/11/1987 17:33;41434;45884.6151
4384;Smith & Wesson Militia;2024 St.Johns Ave.;19;46;27/11/1980 19:07;88708;48206.2812
4385;Froggy's Gourmet Catering;1701 W. Mellody Rd.;7;1;07/06/1985 03:40;87360;32960.7864
4386;Nel Video Productions;1077 Court Ave.;37;37;10/07/1982 15:40;77984;70880.0500
4387;Maintence Services of Maine;2600 Winsor Mall;11;49;25/01/1978 07:07;84480;23250.1581
4388;Happ Aluminum Siding Co.;5518 Madison St.;33;45;11/12/1977 03:47;91708;99920.1524
4389;New Dehli Auto Exchange;45 South Deer Creek Drive;34;11;12/10/1972 02:07;44681;71751.7380
4390;Resnick DDS;3385 University Ave.;4;26;23/08/2000 13:40;66525;96045.4438
4391;Arthur M. Feildberg Galleries;433 Burton Ave.;2;42;12/05/2001 21:40;26368;92361.2182
4392;Smith Communications Inc.;433 Burton Ave.;31;18;16/08/1993 12:20;64496;88524.0366
4393;George Lee Antiques;1860 Parkside Ln.;39;19;21/02/1989 01:22;62060;92318.8000
4394;Dependable Plumbing and Sewer;616 Cobblestone Cir.;50;7;12/10/2001 02:07;16100;14752.7772
4395;MedicServe Medical Supply;2224 Sherman Rd.;37;37;18/12/2005 21:47;17091;94704.4608
4396;Hibbard Road Suppliers;1575 Oakwood Ave.;48;11;07/04/1982 04:00;98050;41692.1428
4397;Pete's Auto Repair;1858 Balsam Way;42;33;27/07/1993 09:00;18752;25458.2003
4398;Glenwood Credit Union;2267 Anderson Lane;16;34;04/05/1974 20:22;19596;1072.7262
4399;Lidhal design Corp.;2632 Prarie Ln.;39;4;22/12/1970 07:47;44651;50283.6517
4400;First National Bank of Ottowa;3901 Chester Ave. Apt. 3C;46;2;25/02/1986 14:55;34125;21264.6656
4401;BBQ Smith's Tex Mex;929 Brittany Ave.;48;31;22/10/1972 01:00;40649;97788.8681
4402;Bernhardt Ltd.;1444 Chantilly Ln.;45;39;22/01/1998 20:13;21356;18516.7432
4403;Keyth Contracting and Repair;1101 Deerfield Place;26;50;22/03/1996 20:42;71688;37784.2000
4404;Cutter Lawn Mower Repair;1633 McGovern place;18;37;24/08/1985 11:28;58177;75872.2384
4405;Energy Source Diet Centers;1777 balsamic Ave.;49;48;28/07/1985 01:53;84616;80300.2915
4406;Innman Paint and Glass;1220 Heather Lane;28;42;25/02/1993 08:02;67155;46685.4840
4407;Lake Shore Beaches;1 Twin Oaks Place;2;16;10/10/1977 03:53;44546;74531.6768
4408;Crossroads Construction, Inc.;2224 Sherman Rd.;17;39;27/11/1998 20:53;58118;6880.8888
4409;American Deli Workers Union;38976 Forest View Rd.;32;46;20/07/1971 13:13;57389;84318.5400
4410;Lennox Air Pollution Control;1245 Eastwood;7;48;22/01/1993 10:53;73948;11568.8505
4411;Block Boats and Lures;430 Oakland Drive;12;45;31/03/1985 23:33;43586;41024.8150
4412;Crossroads Construction, Inc.;1658 Second St.;33;26;08/03/1972 10:53;89939;48800.6717
4413;Ernie's Foriegn Car Service;45 South Deer Creek Drive;49;18;12/08/1977 10:48;24872;58092.2190
4414;Lutz Soft Cloth Car Wash;1486 Oakwood;34;49;19/11/2000 22:53;92432;36750.4044
4415;Block Boats and Lures;1287 Glencoe Ave.;17;28;12/06/1992 15:40;56988;83767.5756
4416;North West Gas Co.;618 Sheriden rd.;39;2;31/05/1974 20:20;4346.;3020.6090
4417;Innman Paint and Glass;10 Marquette Rd.;37;17;08/02/1989 16:53;71852;6048.1810
4418;Office Pro Supply Co.;465 Stratford Rd.;6;32;24/05/2006 23:15;52922;92272.1075
4419;Marks, Marks, and Kaplan Ltd.;220 Vine Ave.;35;7;07/03/1978 06:27;59118;15672.6233
4420;Nina's Snow Plowing;1839 McCraren Rd.;40;12;25/09/1993 13:27;61795;92236.3544
4421;Dean Barnett Furniture Repair;1619 Judson Ave. Apt #34B;25;33;26/01/1997 17:33;85754;1920.3968
4422;Kosmo Consulting;201-C Frontage Rd.;6;49;09/12/1990 07:22;18624;97320.5225
4423;Percy Photography;3181 Barkwood Ct.;34;34;03/08/1993 18:47;48834;53360.9167
4424;Lake Shore Beaches;1185 County line Rd.;38;17;31/08/1994 03:27;28700;91710.9910
4425;Meonits & Mogogni Inc.;368 Woodland Rd.;17;39;27/04/1974 13:07;62480;53622.2260
4426;Camp Oconomowoc;1839 McCraren Rd.;29;37;23/11/1971 16:00;40980;33247.1596
4427;Sigman and Freud Psychiatry;1660 Park Ave.;22;6;17/01/1989 08:02;4352.;13542.9968
4428;Schmidt Denists;313 Grove Ave.;29;35;29/11/1974 23:33;66265;3283.3120
4429;Gourmet the Frog;2024 St.Johns Ave.;39;40;16/11/1978 10:27;37280;5624.8714
4430;Smith & Wesson Militia;3344 Beachwood Ln.;46;25;06/10/1986 17:27;46691;95498.5860
4431;Masterlands Cleaning;3901 Chester Ave. Apt. 3C;38;6;02/03/1983 13:33;62790;99490.6662
4432;Happ Aluminum Siding Co.;1287 Glencoe Ave.;1;34;22/02/2001 20:13;94770;72908.5702
4433;Green Shoes Corp.;12 Broadview Lane;39;38;02/11/1989 08:53;92860;21750.6882
4434;Mail Boxes Et. Al.;788 Tennyson Ave.;16;17;22/01/1977 05:47;34168;80712.1155
4435;Nirabi Auto Service;726 White Oaks Ave.;49;29;02/08/1978 11:00;67442;83895.0478
4436;Ebert Music Center;465 Stratford Rd.;31;22;15/07/2005 23:42;85227;10960.7550
4437;Derbin Contracting Services;12 Fort Sheriden Ave.;48;29;12/03/1971 12:02;26895;80865.6590
4438;Elm Place Business Supplies;1715 Chicago Ave.;13;39;20/01/1985 09:07;5489.;3252.5440
4439;Shaggy's Grooming Services;224  Highwood Ave.;47;46;24/01/2004 21:22;51000;91744.3560
4440;Metro Appliance Service;1245 Eastwood;9;38;17/09/1997 13:40;57917;35381.9984
4441;Jay's Cabinet Company;937 Judson Ave.;5;1;16/10/2007 21:42;1685.;65920.3105
4442;Happ Aluminum Siding Co.;1752 Clinton Ave.;27;39;31/08/2000 18:20;63644;46224.7151
4443;Peterson Roberts Carpentry;5518 Madison St.;43;16;02/09/1980 17:27;35954;63438.7309
4444;Air Mexico;1486 Oakwood;21;49;17/07/1977 16:07;27625;46959.6368
4445;Parties Galore Golf Course;456 Groverland Ave.;38;31;01/06/2006 07:00;46000;35966.8856
4446;Lee Stairworks and Carpentry,;3385 University Ave.;46;48;16/01/1985 21:47;49655;39820.0970
4447;Lennox Air Pollution Control;1126 Hillcrest Ave;48;13;17/12/1980 00:13;51200;53296.0304
4448;American Apartments;1337 Cavell Ave.;20;47;20/02/1989 06:40;78632;50510.9923
4449;Lee Stairworks and Carpentry,;629 Kincaid Ave.;35;9;08/09/2000 18:33;81300;87583.7760
4450;Percy Photography;1185 County line Rd.;22;5;17/10/1975 07:40;40000;53552.2544
4451;Tub's Furniture Store;662 Lyons Circle;45;27;15/02/2006 10:40;48452;83896.6250
4452;Eva Galler Galleries Inc.;643 De Temple Rd.;11;43;17/01/2006 10:55;22080;2701.3472
4453;PGS Associates;201-C Frontage Rd.;16;21;25/12/1971 09:07;29560;9568.3449
4454;Doll House Rock;406 Trinity Ct.;8;38;19/08/2002 15:28;43127;45014.8795
4455;Bako Delicatessen;1547 Knolwood Rd.;21;46;23/05/2001 21:13;58930;40382.7954
4456;Flinn Mosquito and Pest Contro;3150 Skokie Valley Rd.;50;48;15/10/1997 08:20;4732.;51783.3681
4457;AAA Daniels Antiques;628 Orwenstensia;50;20;27/11/1996 02:00;88672;96363.9150
4458;Corbins, Rodriguez, & Savocchi;2148 Eastview Dr.;25;35;01/12/1993 06:28;75385;77545.8112
4459;Foy Aviation;5518 Madison St.;8;22;20/09/1972 09:55;57096;86125.1764
4460;Corbins, Rodriguez, & Savocchi;1550 Ridge Rd.;16;45;14/06/2002 08:20;82240;32400.7928
4461;Jay's Cabinet Company;616 Cobblestone Cir.;48;11;30/08/2006 04:35;57824;52656.3200
4462;American Deli Workers Union;1714 Clifton Rd.;16;16;08/09/1985 05:00;86964;86969.3152
4463;Myles Building Consultants;3160 Summit Ave.;28;8;08/09/1993 04:47;89010;43535.4372
